SMILES,Comment,RDKit_SMILES (REINVENT),Score,DENV_Activity,Stereo_Centers,QED,SA,MW,Heavy_Atoms,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Stability_Alerts,DENV_Activity (raw),Stereo_Centers (raw),QED (raw),SA (raw),MW (raw),Heavy_Atoms (raw),LogP (raw),TPSA (raw),HBA (raw),HBD (raw),Rotatable_Bonds (raw),Ring_Count (raw),Aromatic_Rings (raw),Stability_Alerts (raw),matchting_patterns (Stability_Alerts)
Cc1ccc(C2NC(c3ccc(=O)[nH]c3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(c3ccc(=O)[nH]c3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.5346804250733245,0.97701156,0.0,0.5705704422078919,0.0020299554,0.9995836,0.78847593,0.9845899,0.98396826,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.534449,4.0,0.5705704422078919,3.692068814501221,415.4930000000001,31.0,3.277820000000001,91.06,4.0,3.0,4.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(c3cc[nH]c(=O)c3)C(C)C2C(=O)NC(=O)c2cccc(C)c2)cc1,,Cc1ccc(C2NC(c3cc[nH]c(=O)c3)C(C)C2C(=O)NC(=O)c2cccc(C)c2)cc1,0.5256302538371368,0.97484857,0.0,0.5530332852325469,0.0008556843,0.9984859,0.72845984,0.9154284,0.98396826,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.5704627,4.0,0.5530332852325469,3.8235586714765777,429.52000000000015,32.0,3.586240000000002,91.06,4.0,3.0,4.0,4.0,3.0,1.0,[]
CNC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(C)C1C,,CNC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(C)C1C,0.6321068516402771,0.978172,0.0,0.7894145574726824,0.0009229183,0.8450948,0.7284598,0.9447819,0.99999505,0.7597469,0.0031523108,0.69473535,0.9968477,0.9968477,1.0,7.5137386,4.0,0.7894145574726824,3.8120568013100584,318.42100000000005,23.0,1.493299999999999,73.47,4.0,3.0,3.0,2.0,1.0,1.0,[]
CCC1C(C2CCC2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)c1cccc(=O)cc1,,CCC1C(C2CCC2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)c1cccc(=O)cc1,0.5086485588355267,0.9761358,0.0,0.6627212472610341,0.00048720837,0.9920622,0.65878433,0.9390875,0.99994963,0.24025309,0.1279931,0.01611495,0.0031523108,0.5,1.0,7.5494137,4.0,0.6627212472610341,3.9092160681242456,447.5790000000002,33.0,3.5248000000000026,78.51,5.0,2.0,6.0,4.0,2.0,1.0,[]
CCCCNC(=O)C1C(c2ccc(C)cc2)NC(c2ccccc2)C1C,,CCCCNC(=O)C1C(c2ccc(C)cc2)NC(c2ccccc2)C1C,0.5217703816349922,0.96551925,0.0,0.7505749765863654,0.019874513,0.99054563,0.87800205,0.04063797,0.6272377,0.9968477,0.1279931,0.01611495,0.5,0.5,1.0,7.6975346,4.0,0.7505749765863654,3.3425447137625977,350.5060000000001,26.0,4.549220000000004,41.13,2.0,2.0,6.0,3.0,2.0,1.0,[]
CCC1C(c2c(F)cccc2OC)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CC1,,CCC1C(c2c(F)cccc2OC)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CC1,0.5037199422552717,0.97456884,0.0,0.6815509186646617,0.0012482405,0.99904454,0.78847593,0.21641469,0.9999968,0.7597469,0.1279931,0.01611495,0.0031523108,0.5,1.0,7.5748987,4.0,0.6815509186646617,3.766112439480894,424.51600000000025,31.0,4.223520000000002,67.43,4.0,2.0,6.0,4.0,2.0,1.0,[]
CCc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(=O)N2CCCCC2)cc1,,CCc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(=O)N2CCCCC2)cc1,0.5180325857844045,0.9782474,0.0,0.7196281957536291,0.002832234,0.99779767,0.72845984,0.0050611496,0.9999485,0.9693466,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.5123563,4.0,0.7196281957536291,3.6413220696168995,433.5960000000003,32.0,4.917420000000004,61.440000000000005,3.0,2.0,4.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NCCO)cc1,,Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NCCO)cc1,0.5964881070843309,0.9760739,0.0,0.7750178447387989,0.00810194,0.99210346,0.87800205,0.9958046,0.9999466,0.9693466,0.0031523108,0.07820028,0.5,0.5,1.0,7.55045,4.0,0.7750178447387989,3.4807582415158507,352.4780000000001,26.0,3.0498400000000014,61.36,3.0,3.0,5.0,3.0,2.0,1.0,[]
CCCCc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC2=NCCC2)cc1,,CCCCc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC2=NCCC2)cc1,0.5068611669328569,0.9681198,0.0,0.7149682255070134,0.0012843609,0.99986106,0.838174,0.0036259294,0.9979995,0.9693466,0.1279931,0.01611495,0.0031523108,0.5,1.0,7.665833,4.0,0.7149682255070134,3.761760351739257,403.5700000000002,30.0,4.975600000000004,53.49,3.0,2.0,6.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(Cc3cccnc3)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(C)C(Cc3cccnc3)C2C(=O)NC(=O)c2ccccc2)cc1,0.5165008799880207,0.97330207,0.0,0.6234562444633908,0.004445851,0.9996527,0.78847593,0.69792783,0.99999833,0.7597469,0.1279931,0.07820028,0.0031523108,0.0031523108,1.0,7.5944076,4.0,0.6234562444633908,3.57253736561303,413.52100000000013,31.0,3.8545200000000026,71.09,4.0,2.0,5.0,4.0,3.0,1.0,[]
CNC(=O)C1C(c2ccc(C)cc2)NC(N2CCCCC2)C1c1ccccn1,,CNC(=O)C1C(c2ccc(C)cc2)NC(N2CCCCC2)C1c1ccccn1,0.5851595054096695,0.97839355,0.0,0.8587819188285916,0.0010140538,0.9992774,0.90909094,0.9969836,0.9996469,0.7597469,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.509663,4.0,0.8587819188285916,3.797735242974074,378.52000000000015,28.0,2.992320000000001,57.260000000000005,4.0,2.0,4.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(C3CC(CO)C3)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,,Cc1ccc(C2NC(C)C(C3CC(CO)C3)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,0.5405130334005506,0.9573836,0.0,0.6433600538330069,0.0013510585,0.99904454,0.78847593,0.9734322,0.9999515,0.7597469,0.0031523108,0.07820028,0.0031523108,0.5,1.0,7.783642,4.0,0.6433600538330069,3.7540501854558492,424.5160000000001,31.0,3.3744200000000015,78.43,4.0,3.0,5.0,4.0,2.0,1.0,[]
CC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1c1cccc(C)c1,,CC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1c1cccc(C)c1,0.5697556068911362,0.9685589,0.0,0.8376702610882106,0.002133429,0.9992772,0.90909094,0.22593242,0.99977094,0.9693466,0.1279931,0.3052647,0.5,0.5,1.0,7.6602345,4.0,0.8376702610882106,3.684497280936112,378.51600000000013,28.0,4.213920000000003,58.2,3.0,2.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(N)C(c3ccccc3)C2C(=O)NC(=O)c2cccc(Cl)c2)cc1,,Cc1ccc(C2NC(N)C(c3ccccc3)C2C(=O)NC(=O)c2cccc(Cl)c2)cc1,0.5079705051922901,0.9703574,0.0,0.544053816906845,0.0055763125,0.99772716,0.78847593,0.59368885,0.99930227,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.636486,4.0,0.544053816906845,3.5379280802354867,433.9390000000002,31.0,3.9341200000000027,84.22,4.0,3.0,4.0,4.0,3.0,1.0,[]
CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)N2CCOCC2)cc1,,CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)N2CCOCC2)cc1,0.5729132529469921,0.97270644,0.0,0.7951443951483932,0.002501905,0.99927336,0.78847593,0.9868253,0.9999986,0.7597469,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.603271,4.0,0.7951443951483932,3.660228636140255,421.5410000000003,31.0,3.250200000000002,70.67,4.0,2.0,4.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(C(C)C)C(C)C2C(=O)Nc2ccc(C)c(C)c2)cc1,,Cc1ccc(C2NC(C(C)C)C(C)C2C(=O)Nc2ccc(C)c(C)c2)cc1,0.5384237397588679,0.9761377,0.0,0.7854707389182279,0.006289959,0.9973846,0.9090909,0.0011751056,0.6272377,0.9968477,0.1279931,0.3052647,0.5,0.5,1.0,7.5493813,4.0,0.7854707389182279,3.519513951209724,364.53300000000013,27.0,5.171760000000005,41.13,2.0,2.0,4.0,3.0,2.0,1.0,[]
CC1NC(c2ccc(C3CC3)cc2)C(C(=O)NC(=O)c2cccc(F)c2)C1CC1CC1,,CC1NC(c2ccc(C3CC3)cc2)C(C(=O)NC(=O)c2cccc(F)c2)C1CC1CC1,0.5012153374351471,0.9676828,0.0,0.6647963554081838,0.0012136102,0.99933803,0.78847593,0.015165687,0.99977094,0.9693466,0.1279931,0.01611495,1.001358e-05,0.5,1.0,7.671331,4.0,0.6647963554081838,3.770379412523887,420.5280000000002,31.0,4.725000000000004,58.2,3.0,2.0,6.0,5.0,2.0,1.0,[]
Cc1ccc(C2NC(N)C(c3ccccc3)C2C(=O)NC(=O)c2ccc(C)cc2C)cc1,,Cc1ccc(C2NC(N)C(c3ccccc3)C2C(=O)NC(=O)c2ccc(C)cc2C)cc1,0.5096274479743889,0.97419566,0.0,0.5516190271506133,0.0038908124,0.9987371,0.72845984,0.64329463,0.99930227,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.5807424,4.0,0.5516190271506133,3.5928925176304247,427.54800000000023,32.0,3.897560000000003,84.22,4.0,3.0,4.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(N)C(c3cccc(Cl)c3)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(N)C(c3cccc(Cl)c3)C2C(=O)NC(=O)c2ccccc2)cc1,0.5077948218998777,0.9697989,0.0,0.544053816906845,0.0050693154,0.99772716,0.78847593,0.59368885,0.99930227,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.6440067,4.0,0.544053816906845,3.552496436878843,433.9390000000002,31.0,3.9341200000000027,84.22,4.0,3.0,4.0,4.0,3.0,1.0,[]
CCCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)Cc2ccccc2C)cc1,,CCCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)Cc2ccccc2C)cc1,0.5590097405486675,0.9757721,0.0,0.7774985883504664,0.0040405393,0.99980134,0.87800205,0.3362714,0.99977094,0.9693466,0.1279931,0.01611495,0.5,0.5,1.0,7.555471,4.0,0.7774985883504664,3.5871327907728077,392.5430000000001,29.0,4.118120000000003,58.2,3.0,2.0,6.0,3.0,2.0,1.0,[]
CCC1NC(c2ccc(C)cc2)C(C(=O)NC(=O)c2ccc(C)cc2)C1CC(=O)N(C)C,,CCC1NC(c2ccc(C)cc2)C(C(=O)NC(=O)c2ccc(C)cc2)C1CC(=O)N(C)C,0.5702267732431605,0.97450894,0.0,0.682030076129362,0.0015526414,0.99736017,0.72845984,0.97041595,0.99994963,0.7597469,0.1279931,0.01611495,0.5,0.5,1.0,7.575842,4.0,0.682030076129362,3.7328913637842707,435.5680000000002,32.0,3.393640000000002,78.51,4.0,2.0,6.0,3.0,2.0,1.0,[]
CC(C)c1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccccc2)cc1,,CC(C)c1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccccc2)cc1,0.5369988660871088,0.9698053,0.0,0.7260700358315393,0.004022062,0.99980134,0.87800205,0.018719494,0.99977094,0.9693466,0.1279931,0.07820028,0.5,0.5,1.0,7.643922,4.0,0.7260700358315393,3.587826850601866,392.54300000000006,29.0,4.687800000000005,58.2,3.0,2.0,5.0,3.0,2.0,1.0,[]
CCC1C(c2ccccc2Cl)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N(C)C,,CCC1C(c2ccccc2Cl)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N(C)C,0.5554907811603524,0.97735554,0.0,0.7766231703148077,0.0014910102,0.99963874,0.87800205,0.061236024,0.9999485,0.9693466,0.1279931,0.3052647,0.5,0.5,1.0,7.5284185,4.0,0.7766231703148077,3.7390562736787896,413.9490000000002,29.0,4.474220000000004,61.440000000000005,3.0,2.0,4.0,3.0,2.0,1.0,[]
CC1C(c2ccccc2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(N)=O,,CC1C(c2ccccc2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(N)=O,0.594902051589834,0.973063,0.0,0.776091554781734,0.0033220053,0.99780995,0.9090909,0.99970937,0.996905,0.7597469,0.0031523108,0.3052647,0.5,0.5,1.0,7.597987,4.0,0.776091554781734,3.617001352457123,366.4650000000001,27.0,2.5854,87.46000000000001,4.0,3.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(Cl)c(NC(=O)C2C(c3ccc(CC(C)C)cc3)NC(C)C2C(C)C)c1,,Cc1ccc(Cl)c(NC(=O)C2C(c3ccc(CC(C)C)cc3)NC(C)C2C(C)C)c1,0.5038320944517203,0.97460556,0.0,0.560035429210255,0.0031155944,0.9987956,0.838174,9.536743e-07,0.6272377,0.9968477,0.1279931,0.01611495,0.5,0.5,1.0,7.574319,4.0,0.560035429210255,3.6267865340514778,427.03200000000015,30.0,6.406820000000006,41.13,2.0,2.0,6.0,3.0,2.0,1.0,[]
CC(C)c1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccc(F)c(Cl)c2)cc1,,CC(C)c1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccc(F)c(Cl)c2)cc1,0.521953769615239,0.972101,0.0,0.6000845492040613,0.0014313459,0.9937426,0.78847593,0.00019913912,0.99977094,0.9693466,0.1279931,0.07820028,0.5,0.5,1.0,7.6120896,4.0,0.6000845492040613,3.745277006309413,444.97800000000007,31.0,5.480300000000005,58.2,3.0,2.0,5.0,3.0,2.0,1.0,[]
CCc1ccc(C2NC(Cc3ccccc3C)C(C)C2C(=O)NC(C)=O)cc1,,CCc1ccc(C2NC(Cc3ccccc3C)C(C)C2C(=O)NC(C)=O)cc1,0.5976276842057622,0.97577894,0.0,0.8334959500679798,0.00222224,0.9992772,0.90909094,0.8271616,0.99977094,0.9693466,0.1279931,0.07820028,0.5,0.5,1.0,7.555358,4.0,0.8334959500679798,3.678287905695967,378.5160000000001,28.0,3.7280200000000026,58.2,3.0,2.0,5.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(c3cccn3C)C(C)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,,Cc1ccc(C2NC(c3cccn3C)C(C)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,0.5090539678104163,0.9737462,0.0,0.6269880550108968,0.0019243956,0.9993978,0.78847593,0.4045905,0.9999764,0.7597469,0.1279931,0.3052647,0.0031523108,0.0031523108,1.0,7.587672,4.0,0.6269880550108968,3.700208059738743,419.5000000000001,31.0,4.067120000000003,63.13,4.0,2.0,4.0,4.0,3.0,1.0,[]
CCc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC2CCC2)cc1,,CCc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC2CCC2)cc1,0.5101152055753042,0.97508425,0.0,0.8188191817726728,0.011398137,0.9968526,0.9090909,0.03923011,0.6272377,0.9968477,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.566689,4.0,0.8188191817726728,3.42836494886072,362.51700000000017,27.0,4.555600000000004,41.13,2.0,2.0,5.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC3=NC(=O)CCC3)C2C)cc1,,Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC3=NC(=O)CCC3)C2C)cc1,0.5648459079439849,0.97951776,0.0,0.8081634574750468,0.0006405711,0.99986166,0.838174,0.2771421,0.9999987,0.9693466,0.1279931,0.69473535,0.0031523108,0.5,1.0,7.4883285,4.0,0.8081634574750468,3.8676010070677,403.52600000000024,30.0,4.166540000000003,70.56,3.0,2.0,3.0,4.0,2.0,1.0,[]
COc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC(=O)C(=O)N3CCCCC3)C2C)cc1C,,COc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC(=O)C(=O)N3CCCCC3)C2C)cc1C,0.5055689219194566,0.9756997,0.0,0.6572632620492118,0.00088983774,0.8872201,0.5,0.90656704,0.9964806,0.24025309,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.5566654,4.0,0.6572632620492118,3.8176180562341777,477.60500000000036,35.0,3.605240000000002,87.74,5.0,2.0,4.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(c3cccc(=O)cc3)C(C)C2C(=O)NC(=O)N(C)C)cc1,,Cc1ccc(C2NC(c3cccc(=O)cc3)C(C)C2C(=O)NC(=O)N(C)C)cc1,0.6226211327198025,0.9751034,0.0,0.8405755557308451,0.0007405877,0.9998179,0.87800205,0.9990518,0.99994963,0.7597469,0.1279931,0.69473535,0.5,0.5,1.0,7.5663805,4.0,0.8405755557308451,3.845540119832636,393.48700000000014,29.0,2.7909200000000007,78.51,4.0,2.0,3.0,3.0,2.0,1.0,[]
CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(=O)C2C=CC=CC2=O)C1C,,CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(=O)C2C=CC=CC2=O)C1C,0.5549601792178134,0.9832341,0.0,0.5922487098013659,0.00012254715,0.9996198,0.78847593,0.9124587,0.9999887,0.7597469,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.408592,5.0,0.5922487098013659,4.119151064273457,414.50500000000017,31.0,3.592800000000002,75.27000000000001,4.0,2.0,4.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(c3cccc(Cl)c3)C2C(=O)NC(=O)N2CCN(C)C(=O)C2)cc1,,Cc1ccc(C2NC(C)C(c3cccc(Cl)c3)C2C(=O)NC(=O)N2CCN(C)C(=O)C2)cc1,0.5762115218337485,0.9714922,0.0,0.724884663098849,0.00054985285,0.94565827,0.65878433,0.99467605,0.9997762,0.7597469,0.1279931,0.69473535,0.0031523108,0.5,1.0,7.620773,4.0,0.724884663098849,3.8908337938767534,468.9850000000003,33.0,3.091420000000001,81.75,4.0,2.0,3.0,4.0,2.0,1.0,[]
CSc1ccccc1C(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1C,,CSc1ccccc1C(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1C,0.5105709219532868,0.97250336,0.0,0.5504384141712846,0.0019192696,0.999735,0.87800205,0.011507332,0.99977094,0.7597469,0.1279931,0.07820028,0.5,0.5,1.0,7.6062493,4.0,0.5504384141712846,3.700614158294176,410.5830000000001,29.0,4.773600000000004,58.2,4.0,2.0,5.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(c3ccco3)C(C)C2C(=O)NCC(=O)N2CCN(C)CC2)cc1,,Cc1ccc(C2NC(c3ccco3)C(C)C2C(=O)NCC(=O)N2CCN(C)CC2)cc1,0.5298685113817249,0.9762403,0.0,0.7688784735875547,0.0015663505,0.999042,0.78847593,0.998382,0.99996334,0.24025309,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.547656,4.0,0.7688784735875547,3.7315492340816405,424.5450000000003,31.0,2.11612,77.82,5.0,2.0,5.0,4.0,2.0,1.0,[]
CC(C)Cc1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)Nc2ccccc2)cc1,,CC(C)Cc1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)Nc2ccccc2)cc1,0.5140187612360096,0.97162515,0.0,0.6036938496209767,0.00258255,0.9992704,0.78847593,0.0012969971,0.99999887,0.9693466,0.0031523108,0.01611495,0.5,0.5,1.0,7.6188912,4.0,0.6036938496209767,3.655391509248335,421.5850000000001,31.0,5.154600000000004,70.23,3.0,3.0,6.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(c3cc(C)ccc3C)C(N)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(c3cc(C)ccc3C)C(N)C2C(=O)NC(=O)c2ccccc2)cc1,0.5091229919187673,0.97156405,0.0,0.5516190271506134,0.005004883,0.9987371,0.72845984,0.64329463,0.99930227,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.6197567,4.0,0.5516190271506134,3.554449440707346,427.5480000000001,32.0,3.897560000000002,84.22,4.0,3.0,4.0,4.0,3.0,1.0,[]
