SMILES,Score,Scaffold
Cc1ccc(C2NC(C3CC3)C(C(C)C)C2C(=O)Nc2ccc(F)cc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3c(C)cccc3C)C2C(=O)NC(N)=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)Nc2cccc(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3c(C)cc(C)cc3C)C2C(=O)NC=O)cc1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccc(Cl)cc2)cc1,0.0,unknown
Cc1ccc(C2NC(C3CC3)C(C)C2C(=O)NC(=O)Cc2ccccc2)cc1,0.0,unknown
CCCCC1C(CCC)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccccc1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccccc3=O)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1cc(F)ccc1C(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1C(C)C,0.0,unknown
CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2ccc[nH]c2=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2cccc(F)c2Cl)cc1,0.0,unknown
Cc1ccc(C2NC(c3cc(C)cc(C)c3C)C(C)C2C(=O)NS(C)(=O)=O)cc1,0.0,unknown
CCc1ccccc1NC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1C,0.0,unknown
Cc1ccc(C2NC(Cn3cc(C)cn3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(CC(C)C)C(C)C2C(=O)NC(C)=O)cc1,0.0,unknown
CC1NC(c2ccc(N)cc2)C(C(=O)NC(=O)c2ccccc2)C1c1ccccc1F,0.0,unknown
Cc1ccc(C2NC(N3CCCC3CCO)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCCC1C(C)NC(c2ccc(C)cc2)C1C(=O)NS(=O)(=O)c1cccs1,0.0,unknown
CCC1C(C2CC2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccc(F)cc1,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccccc2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)Nc2ccco2)cc1,0.0,unknown
CCNC(=O)C1C(c2ccc(CC)cc2)NC(c2ccccc2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccnc3)C2C(=O)NC(=O)c2cccc(C)c2)cc1,0.0,unknown
CC(=O)N1CCC(NC(=O)C2C(c3ccc(C)cc3)NC(c3ccccc3C)C2C)CC1,0.0,unknown
COc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC(=O)C3CC3C)C2C)cc1,0.0,unknown
CN(C)C1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(N)=O)C1c1ccccc1,0.0,unknown
CCc1ccc(C2NC(c3cscc3C)C(C)C2C(=O)NC(C)=O)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NS(C)(=O)=O)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC3CCC3)C2C)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3Cl)C2C(=O)NC2CCCCC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2ccccc2F)cc1,0.0,unknown
Cc1ccc(C2NC(c3c(C)cccc3C)C(C)C2C(=O)NC2CCCCC2)cc1,0.0,unknown
CCC1C(C(=O)NS(C)(=O)=O)C(c2ccc(C)cc2)NC1C1(C)CC1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(N(C)c2cccs2)C1C,0.0,unknown
CNC1C(c2cccc(C)c2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
CCCC1NC(c2ccc(N(C)C)cc2)C(C(=O)NC(C)=O)C1c1ccccc1,0.0,unknown
CCC1C(c2cccc(Cl)c2)NC(c2ccc(C)cc2)C1C(=O)NC(N)=O,0.0,unknown
Cc1ccc(C2NC(c3ncc[nH]3)C(C)C2C(=O)Nc2cccc(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NS(=O)(=O)C3CC3)C2C)cc1,0.0,unknown
Cc1cc(F)cc(C(=O)NC(=O)C2C(c3ccc(N)cc3)NC(C)C2C2CC2)c1,0.0,unknown
CC1NC(c2ccc(-c3cccc(O)c3)cc2)C(C(=O)NC(=O)C2CC2)C1C,0.0,unknown
Cc1ccc(C2NC(C3CC3C)C(C)C2C(=O)NC(=O)Nc2ccccc2O)cc1,0.0,unknown
CNC1CCC1NC(=O)C1C(c2ccc(C)cc2)NC(c2ccccc2)C1C,0.0,unknown
Cc1ccc(C2NC(C(C)C)C(C)C2C(=O)NC(=O)c2ccc(Cl)cc2)cc1,0.0,unknown
CCC1C(c2ccc(C)cc2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CCC1,0.0,unknown
Cc1ccc(C2NC(C)C(C3(C)CC3)C2C(=O)NC(=O)Nc2ccccc2)cc1,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(CCO)cc2)NC(c2ccccc2)C1c1ccccc1,0.0,unknown
Cc1ccc(C2NC(c3cc(C)nn3C)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
CCC1NC(c2ccc(N(C)C)cc2)C(C(=O)Nc2cccc(O)c2)C1C,0.0,unknown
Cc1ccc(NC(=O)NC(=O)C2C(c3ccc(C)cc3)NC(C)C2N2CC2)cc1,0.0,unknown
CCC1NC(c2ccc(C)cc2)C(C(=O)NS(=O)(=O)c2ccc(Cl)c(O)c2)C1C,0.0,unknown
Cc1ccc(C2NC(c3ccccc3F)C(C)C2C(=O)NC(=O)c2nccn2C)cc1,0.0,unknown
C=CCNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2cc[nH]c2)C1N(C)C,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccc(O)cc3)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(CCc3ccccc3)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C(=O)NC(=O)C2C(c3ccc(C)cc3)NC(C)C2c2ccn(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)Nc2c(C)nn(C)c2C)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3ccco3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C3CC3C)C(C)C2C(=O)NC(=O)c2cccc(F)c2)cc1,0.0,unknown
CCc1ccc(C2NC(C(C)C)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3cccc(Cl)c3Cl)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1cccc(C2C(C)NC(c3ccc(C(C)C)cc3)C2C(=O)NC(=O)CC2CC2)c1,0.0,unknown
Cc1ccc(C2NC(C)C(c3c[nH]c(C)cc3=O)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccc(F)c(F)c2)cc1,0.0,unknown
CCC1C(C(C)C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1snnc1C,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NCn2ccnc2)cc1,0.0,unknown
Cc1ccc(C2NC(C3CCCOC3)C(C)C2C(=O)NC(=O)c2cccc(F)c2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)C2CCN(C)CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccc4ccccc4c3)C2C(=O)NC=O)cc1,0.0,unknown
Cc1cccc(C(=O)NC(=O)C2C(c3ccc(C4CCSC4)cc3)NC(C)C2C)c1,0.0,unknown
Cc1ccccc1C1C(C)NC(c2ccc(C(C)C)cc2)C1C(=O)NC(=O)N1CCCC1,0.0,unknown
O=C(NC(=O)C1C(c2ccc(CF)cc2)NC(C2CC2)C1C1CC1)c1ccc(F)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3ccccc3)C2C(=O)NC(=O)c2cccccc2=O)cc1,0.0,unknown
CNC(=O)C1C(c2ccc(C)cc2)NC(c2c(C)cccc2C)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(C)c3)C2C(=O)NC(=O)c2ccc[nH]2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCC3C)C2C(=O)NC(=O)c2cccc(C)c2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(Cc2ccccc2)C1C,0.0,unknown
CC1C(c2ccccc2)NC(c2ccc(N)cc2)C1C(=O)NC(N)=O,0.0,unknown
Cc1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccc(Br)cc2)cc1,0.0,unknown
Cc1ccc(NC(=O)NC(=O)C2C(c3ccc(C(C)C)cc3)NC(C)C2C)cc1C,0.0,unknown
Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(=O)N2CCCCC2)cc1,0.0,unknown
COC(=O)NC(=O)C1C(c2ccc(-c3ccccc3)cc2)NC(C)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NCc2cccc(Cl)c2)cc1,0.0,unknown
CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NCc2ccncc2)C1C,0.0,unknown
Cc1cccc(NC(=O)C2C(c3ccc(N(C)C)cc3)NC(C)C2C)c1,0.0,unknown
CCNC(=O)NC(=O)C1C(c2ccc(N)cc2)NC(C)C1c1ccccc1,0.0,unknown
Cc1ccc(C2NC(CC3CCCC3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCc1ccc(C(=O)NC(=O)C2C(c3ccc(C(C)C)cc3)NC(C)C2C(C)C)cc1,0.0,unknown
CCC(C)CC1NC(c2ccc(C)cc2)C(C(=O)NS(C)(=O)=O)C1C,0.0,unknown
CC(=O)NC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc(Cl)c(Cl)c2)C1C(C)C,0.0,unknown
CCOC(C)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1Cc1ccc(C)cc1,0.0,unknown
CC1C(c2ccccc2)NC(c2ccc(N)cc2)C1C(=O)NC(=O)Cc1ccccc1,0.0,unknown
CCC1C(c2ccoc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CCC1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2ccc(=O)n(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccc(C)cc2C)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)C(=O)Nc2ccccc2)cc1,0.0,unknown
CCC1CC1C1NC(c2ccc(N)cc2)C(C(=O)NC(=O)c2ccc(F)cc2)C1C,0.0,unknown
CCCCC1NC(c2ccc(C)cc2)C(C(=O)Nc2ccccc2)C1N(C)C,0.0,unknown
CCCC1C(C(C)C)NC(c2ccc(C(C)C)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
CCC1C(c2ccccc2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CC1,0.0,unknown
CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(=O)c2cccnc2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccc3c(c2)OCCO3)cc1,0.0,unknown
CCC(CC)C(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2cccc(C)c2)C1C,0.0,unknown
CCCC1C(c2ccc(C)cc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CC1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC2Cc3ccccc3C2=O)cc1,0.0,unknown
Cc1ccc(C2NC(N)C(c3ccc(F)cc3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CC(C)C1NC(c2ccc(C3CCCC3)cc2)C(C(=O)NC(=O)c2ccccc2)C1C,0.0,unknown
CCOc1ccccc1NC(=O)C1C(c2ccc(C)cc2)NC(C)C1C,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(N)cc2)NC(C)C1C,0.0,unknown
Cc1ccc(C2NC(C3CC3C)C(C)C2C(=O)NC(=O)c2cccs2)cc1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)N2CCCC2)cc1,0.0,unknown
O=C(NC(=O)C1C(c2ccc(C3CC3)cc2)NC(C2CC2)C1c1ccccc1)C1CC1,0.0,unknown
Cc1ccc(C2NC(c3cccc(Cl)c3)C(C)C2C(=O)NS(=O)(=O)C2CC2)cc1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC2CCNC(=O)C2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(Cl)c3)C2C(=O)Nc2ccncc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3Cl)C2C(=O)NC(=O)N2CC2)cc1,0.0,unknown
Cc1ccccc1NC(=O)C1C(c2ccc(N)cc2)NC(C2CCCC2)C1C,0.0,unknown
Cc1cccc(NC(=O)C2C(c3ccc(C4CCCC4)cc3)NC(C)C2C)c1,0.0,unknown
CSC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2sccc2C)C1N(C)C,0.0,unknown
CC1NC(c2ccc(C(=O)N(C)C)cc2)C(C(=O)NC(=O)c2ccccc2)C1c1ccccc1,0.0,unknown
CCS(=O)(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1c1ccccc1,0.0,unknown
CCC1C(Cc2ccccc2O)NC(c2ccc(C)cc2)C1C(=O)NC(N)=O,0.0,unknown
COc1ccccc1S(=O)(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C2CC2C)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccn3C)C2C(=O)NS(=O)(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3c(C)cccc3C)C(C)C2C(=O)NC2CNC(=O)C(=O)C2)cc1,0.0,unknown
Cc1cc(-c2ccc(C3NC(C)C(C)C3C(=O)Nc3ccccc3)cc2)[nH]n1,0.0,unknown
CC(C)c1ccc(C2NC(C3CC3C)C(C)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,0.0,unknown
CC1NC(c2ccc(C3CC3)cc2)C(C(=O)NC(=O)c2ccccc2)C1C1CC1,0.0,unknown
CCc1ccc(C2NC(c3ccccc3)C(N)C2C(=O)NC(=O)c2cccc(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC(=O)c3ccc(F)cc3)C2N)cc1,0.0,unknown
CCCC1C(c2ccccc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N1CC1,0.0,unknown
Cc1ccc(C2NC(C3CCC3)C(C)C2C(=O)NCc2ccccc2)cc1,0.0,unknown
CCC1CCCN(C(=O)NC(=O)C2C(c3ccc(-c4ccccc4)cc3)NC(C)C2C)C1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CC3)C2C(=O)Nc2ccsc2)cc1,0.0,unknown
CCC1C(C2CCC2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)Nc1ccccc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3ccccc3)C2C(=O)NC2CC2)cc1,0.0,unknown
CCC1C(c2ccc(Cl)cc2)NC(c2ccc(C)cc2)C1C(=O)NC1CN(C)C1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cc(C)nn3C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCCCC3)C2C(=O)NS(=O)(=O)c2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(C3CCC3)C(CC)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3cnc(C)[nH]3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CC1NC(c2ccc(-c3cccnc3)cc2)C(C(=O)NC(=O)c2ccc(F)cc2)C1C,0.0,unknown
CCNC(=O)NC(=O)C1C(c2ccc(Nc3c(C)cccc3C)cc2)NC(C)C1C,0.0,unknown
CCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCOCCNC(=O)C1C(c2ccc(C)cc2)NC(C)C1C,0.0,unknown
Cc1ccc(C2NC(N)C(C)C2C(=O)Nc2cc(C)ccn2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)CC2CCCCC2)cc1,0.0,unknown
CCC1NC(c2ccc(C)cc2)C(C(=O)NCc2cccc(C)c2)C1C(C)C,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3C)C2C(=O)NC(=O)N2C(C)CCCC2C)cc1,0.0,unknown
CCCC1C(CC)NC(c2ccc(C)cc2)C1C(=O)NC(=O)Nc1ccccc1C,0.0,unknown
COc1ccc(OC)c(C2NC(c3ccc(C)cc3)C(C(=O)NC(C)=O)C2N(C)C)c1,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1c1ccc(F)cc1,0.0,unknown
CCC1C(c2ccc(C)cc2C)NC(c2ccc(C)cc2)C1C(=O)NC(C)=O,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccn3C)C2C(=O)NC(=O)c2scnc2C)cc1,0.0,unknown
Cc1ccc(C2NC(N)C(c3ccccc3)C2C(=O)Nc2ccncc2)cc1,0.0,unknown
Cc1ccccc1-c1ccc(C2NC(C)C(C)C2C(=O)NS(=O)(=O)C2CCCC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)Nc2ccccc(=O)c2)cc1,0.0,unknown
CC(C)C1C(C)NC(c2ccc(N)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
CC1NC(c2ccc(C3CCCCC3)cc2)C(C(=O)Nc2cccs2)C1C,0.0,unknown
CCC1C(C(=O)Nc2ccccc2)C(c2ccc(C)cc2)NC1C1(C)CC1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc(O)c(F)c2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(Cl)c3)C2C(=O)Nc2ccco2)cc1,0.0,unknown
CN(C)C(=O)NC(=O)C1C(c2ccc(N)cc2)NC(Cc2ccccc2)C1c1ccccc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(-c3ccccc3)cc2)NC(C)C1c1cccc(C)c1,0.0,unknown
CC(C)Cc1ccc(C2NC(C)C(C)C2C(=O)NS(=O)(=O)c2ccc(F)cc2)cc1,0.0,unknown
Cc1ccc(C2NC(Cc3ccccc3)C(N)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(Cl)cc3)C(C)C2C(=O)NC(=O)C2CC(C)C2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccn3)C2C(=O)NC(=O)c2ccccc2O)cc1,0.0,unknown
Cc1ccc(C2NC(c3cn(C)nc3C)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CNC(=O)C1C(c2ccc(C)cc2)NC(c2cccc(C)c2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(Cl)c3)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(N)cc2)NC(c2cccc(C)c2)C1C,0.0,unknown
Cc1ccc(NC(=O)C2C(c3ccc(C)cc3)NC(c3cnn(C)c3)C2C)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3c(C)c(C)c(C)c(O)c3C)C2C(=O)NC(=O)CO)cc1,0.0,unknown
CCC1C(c2ccc(C)c(C)c2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N1CCC1,0.0,unknown
Cc1ccc(C2NC(c3cc(C)ccc3C)C(C)C2C(=O)NC(=O)N(C)C)cc1,0.0,unknown
CCC1C(C)NC(c2ccc(C)cc2)C1C(=O)NS(=O)(=O)c1ccccc1,0.0,unknown
Cc1ccc(C2NC(C3CCCOC3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
COc1cc(C(=O)NC(=O)C2C(c3ccc(N(C)C)cc3)NC(C)C2C)ccc1C,0.0,unknown
CCCCC1NC(c2ccc(CC)cc2)C(C(=O)Nc2ccc(C)cc2)C1C,0.0,unknown
CCCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccccc2SC)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(O)c3)C2C(=O)NC[n+]2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(C3CC3)C(C)C2C(=O)NC(=O)Nc2ccc(F)cc2)cc1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(c3ccc(Cl)cc3)C2C(=O)NC(=O)N2CC2)cc1,0.0,unknown
CCC(C)C1NC(c2ccc(C(C)C)cc2)C(C(=O)NC(=O)c2ccccc2)C1C(C)C,0.0,unknown
Cc1ccc(C2NC(c3cocc3C)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)CCc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)Nc2nc(C)sc2C)cc1,0.0,unknown
