SMILES,QED,MW,LogP,TPSA,HBA,HBD,RotBonds,ArRings,Score,RO5_Viol
CC(=O)N1C(c2cccc(C)c2)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.8553528480591113,400.5000000000001,2.7216200000000015,83.55000000000001,4,1,4,2,0.0,0
CC(=O)N1C(c2cccc(C)c2)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.8553528480591113,400.5000000000001,2.7216200000000015,83.55000000000001,4,1,4,2,0.0,0
Cc1cccc(C2CC(C(=O)NC(N)=O)C(c3ccccc3)N2S(C)(=O)=O)c1,0.8186552476180874,401.4880000000001,2.25382,109.57,4,2,4,2,0.7730035,0
Cc1cccc(C2CC(C(=O)NS(C)(=O)=O)C(c3ccccc3)N2S(=O)(=O)c2ccn(C)n2)c1,0.5525875587684324,502.61800000000017,2.2975200000000005,118.44000000000001,7,1,6,3,0.6592923,1
Cc1cccc(C2CC(C(=O)NS(C)(=O)=O)C(c3ccccc3)N2Cc2nccn2C)c1,0.6213104876947074,452.58000000000015,3.1088200000000015,84.30000000000001,6,1,6,3,0.6838353,0
Cc1cccc(C2CC(C(=O)NS(C)(=O)=O)C(c3ccccc3)N2C(=O)n2ccnn2)c1,0.648977302810676,453.5240000000001,2.434920000000001,114.26000000000002,7,1,4,3,0.6903364,0
Cc1cccc(C2CC(C(=O)NS(C)(=O)=O)C(c3ccccc3)N2c2ncccn2)c1,0.6605035053895446,436.5370000000001,3.1697200000000016,92.26,6,1,5,3,0.7015552,0
Cc1cccc(C2CC(C(=O)NS(C)(=O)=O)C(c3ccccc3)N2Cc2cncc(C#N)c2)c1,0.5850743796058477,474.5860000000002,3.642000000000002,103.16,6,1,6,3,0.6774725,0
Cc1cccc(C2CC(C(=O)NS(C)(=O)=O)C(c3ccccc3)N2C(=O)c2cnc(C)cn2)c1,0.6035154142398899,478.5740000000002,3.1139400000000013,109.33000000000001,6,1,5,3,0.6895785,0
CS(=O)(=O)NC(=O)C1CC(c2cccc(C(F)(F)F)c2)N(C(=O)c2cccnc2)C1c1ccccc1,0.5494036932686891,517.5290000000002,4.120900000000003,96.44000000000001,5,1,5,3,0.0,1
CCS(=O)(=O)NC(=O)C1CC(c2cccc(C(F)(F)F)c2)N(C(C)=O)C1c1ccccc1,0.7232822049147175,468.4970000000001,3.8221000000000034,83.55000000000001,4,1,5,2,0.0,0
CC(=O)N1C(c2cccc(C(F)(F)F)c2)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.7674234776370052,454.4700000000001,3.432000000000002,83.55000000000001,4,1,4,2,0.0,0
CSCC(=O)N1C(c2cccc(C(F)(F)F)c2)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.6529652973283288,500.5640000000002,3.775100000000003,83.55000000000001,5,1,6,2,0.0,1
COCS(=O)(=O)NC(=O)C1CC(c2cccc(C(F)(F)F)c2)N(C(C)=O)C1c1ccccc1,0.6785876953195017,484.4960000000001,3.406100000000002,92.78,5,1,6,2,0.0,0
CCC(=O)N1C(c2cccc(C(F)(F)F)c2)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.7232822049147175,468.49700000000007,3.8221000000000025,83.55000000000001,4,1,5,2,0.0,0
Cc1cc(C(=O)N2C(c3cccc(C(F)(F)F)c3)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)no1,0.5432685924289723,521.5170000000002,4.022320000000002,109.58000000000001,6,1,5,3,0.0,1
CC(=O)N1C(c2cccc(N)c2)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.7616945723539928,401.4880000000001,1.9954,109.57,5,2,4,2,0.7481238,0
CCOC(=O)N1C(c2cccc3ccccc23)CC(C(=O)NS(=O)(=O)c2cccnc2)C1c1ccccc1,0.37684313725888086,529.6180000000002,5.000700000000005,105.67,6,1,6,4,0.634518,2
CC(=O)N1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.677804467215476,436.5330000000001,3.5664000000000025,83.55000000000001,4,1,4,3,0.7527797,0
Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)CCc3ccccc3)C2c2ccccc2)cc1,0.2091100830222288,602.7560000000003,6.917020000000007,83.55000000000001,4,1,8,5,0.5772727,2
COCCN(CCOC)C(=O)N1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.4102635448634824,553.6810000000003,3.734700000000002,105.25,6,1,10,3,0.6530719,1
CCN1CC(CNC(=O)N2C(c3cccc4ccccc34)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)(OC)C1,0.4340895838826669,564.7080000000002,3.4502000000000024,108.05,6,2,8,3,0.6207773,1
CS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(CCCN2CCOCC2)C1c1ccccc1,0.48664802770783266,521.6830000000004,3.742200000000003,78.95,6,1,8,3,0.6625603,1
CN1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.7156430392165056,408.5230000000001,3.649700000000002,66.48,4,1,4,3,0.7543145,0
CN1C(c2cccc3ccccc23)CC(C(=O)NS(=O)(=O)c2ccccc2N)C1c1ccccc1,0.40122787709439667,485.60900000000015,4.661200000000004,92.5,5,2,5,4,0.6742476,0
Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C)C2c2ccccc2)cc1,0.41262842638513597,484.62100000000015,5.387420000000005,66.48,4,1,5,4,0.6803031,1
CCN1CCCC1C(=O)N1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.5314741940683892,519.6670000000003,4.030800000000003,86.78999999999999,5,1,6,3,0.6732609,1
O=C(NS(=O)(=O)c1ccc(Cl)cc1)C1CC(c2cccc3ccccc23)N(CC2CC2)C1c1ccccc1,0.28776243793017503,545.1040000000004,6.512600000000006,66.48,4,1,7,4,0.6388956,2
C=COCC(C)(C)NCC(=O)N1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.36958416659657206,549.6930000000003,4.074800000000003,104.81,6,2,10,3,0.6330531,1
CCN1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.6739251558947764,422.5500000000001,4.039800000000003,66.48,4,1,5,3,0.7364818,0
Cc1ccc(CN2C(c3cccc4ccccc34)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)cc1,0.37970341784676737,498.6480000000002,5.528520000000005,66.48,4,1,6,4,0.6647727,1
COc1ccccc1CCCN1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.29537552063349337,542.7010000000002,5.661300000000006,75.71000000000001,5,1,9,4,0.6213051,2
O=C(NS(=O)(=O)c1ccccc1)C1CC(c2cccc3ccccc23)N(C(=O)c2ccc(OCc3ccc(F)cc3)cc2)C1c1ccccc1,0.1666663924462355,684.7890000000003,8.007700000000007,92.78000000000002,5,1,9,6,0.4854321,2
CNS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(S(=O)(=O)CC(F)(F)F)C1c1ccccc1,0.4641465901674875,555.6000000000003,3.4166000000000016,112.65,5,2,7,3,0.0,1
CS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(S(C)(=O)=O)C1c1ccccc1,0.615323547654502,472.5880000000002,2.9795000000000016,100.62,5,1,5,3,0.7152817,0
O=C(NS(=O)(=O)c1ccccc1)C1CC(c2cccc3ccccc23)N(S(=O)(=O)c2ccccc2)C1c1ccccc1,0.2545696571586482,596.7300000000002,5.838100000000005,100.62,5,1,7,5,0.5783444,2
COc1ccc(COCC(=O)N2C(c3cccc4ccccc34)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)cc1,0.31006710281926647,572.6830000000003,4.771900000000004,102.00999999999999,6,1,9,4,0.621143,1
COc1ccc(S(=O)(=O)N2C(c3cccc4ccccc34)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)cc1,0.35602088081656025,564.6850000000003,4.417400000000003,109.85,6,1,7,4,0.6425703,1
COc1cc(OCc2ccccc2)ccc1C(=O)N1C(c2cccc3ccccc23)CC(C(=O)NS(=O)(=O)c2ccc(C)cc2)C1c1ccccc1,0.15393591966217854,710.8520000000002,8.185620000000007,102.00999999999999,6,1,10,6,0.4571856,2
CS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)c2ccco2)C1c1ccccc1,0.44763960368864963,488.5650000000002,4.453300000000004,96.69000000000001,5,1,5,4,0.6967054,0
CCS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)c2cc(F)c(C#N)cc2C)C1c1ccccc1,0.32677208688096226,569.6580000000004,5.569600000000006,107.34,5,1,6,4,0.6093745,2
Cc1cc(C)c(CN2C(c3cccc4ccccc34)CC(C(=O)NS(=O)(=O)c3ccccc3)C2c2ccccc2)c(C)c1,0.2129412026536814,588.7730000000003,7.574660000000008,66.48,4,1,7,5,0.5944794,2
CN(C)c1ccc(CN2C(c3cccc4ccccc34)CC(C(=O)NS(=O)(=O)C3CCCNC3)C2c2ccccc2)cc1,0.28330010001238415,596.7970000000005,5.408300000000005,81.75,6,2,8,4,0.5337093,2
COc1ccc(CC(=O)N2C(c3cccc4ccccc34)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)cc1,0.36231399412840826,542.6570000000003,4.797800000000004,92.78,5,1,7,4,0.6634905,1
CS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(S(=O)(=O)c2ccc(Cl)cc2)C1c1ccccc1,0.3501992606828657,569.1040000000003,5.062200000000004,100.62,5,1,6,4,0.6414453,2
Cc1cc(C(=O)N2C(c3cccc4ccccc34)CC(C(=O)NS(C)(=O)=O)C2c2ccccc2)nn1C,0.43357833734246615,516.6230000000002,3.9022200000000016,101.37,6,1,5,4,0.6711843,1
CS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(Cc2nnn[nH]2)C1c1ccccc1,0.43886257738075646,476.5620000000002,2.7332,120.94,7,2,6,4,0.6277784,0
CS(=O)(=O)NC(=O)C1CC(c2cccc3ccccc23)N(Cc2ccnc(N)c2)C1c1ccccc1,0.4111781898960395,500.62400000000025,4.197300000000003,105.39,6,2,6,4,0.6460899,1
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)CN)cc1,0.7718350331524911,415.5150000000001,1.6604199999999998,109.57000000000001,5,2,5,2,0.0,0
CC(C)(C)OC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccc(-c2ccccc2)cc1,0.48168949854303944,520.6510000000002,5.468800000000005,92.78,5,1,5,3,0.660494,2
Cc1ccc(C(=O)N2C(c3ccccc3)CC(C(=O)NS(C)(=O)=O)C2c2ccc(C)cc2)cc1,0.5943776590791474,476.5980000000002,4.323940000000004,83.55000000000001,4,1,5,3,0.7375541,0
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C)cc1,0.8962048706747756,372.49,2.804920000000001,66.48,4,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccc(-c2ccccc2)cc1,0.6547563532433602,434.5610000000001,4.1635000000000035,66.48,4,1,5,3,0.7471956,0
O=C(NS(=O)(=O)c1ccccc1)C1CC(c2ccccc2)N(C(=O)C2CC2)C1c1ccc(-c2ccccc2)cc1,0.3106288681105123,550.6800000000003,5.899600000000006,83.55000000000001,4,1,7,4,0.6434911,2
CC(C)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccc(-c2ccccc2)cc1,0.5633691865698401,462.6150000000002,4.942100000000004,66.48,4,1,6,3,0.7076527,0
CCC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccc(-c2ccccc2)cc1,0.5690040531966223,476.5980000000002,4.470300000000004,83.55000000000001,4,1,6,3,0.7259868,0
CCCC(=O)N1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2ccccc2)C1c1ccc(C)cc1,0.5089838294445457,490.62500000000017,4.931120000000005,83.55000000000001,4,1,7,3,0.7027675,0
CCCCC1C(C(=O)N2C(c3ccccc3)CC(C(=O)NS(=O)(=O)c3ccc(C)cc3)C2c2ccc(C)cc2)C1(C)C,0.29562399163670605,586.7980000000001,6.901840000000008,83.55000000000001,4,1,9,3,0.5889894,2
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)COc2ccccc2)cc1,0.5419292238641922,492.59700000000015,3.780720000000003,92.78000000000002,5,1,7,3,0.705769,0
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)c2ccc(OC(F)F)cc2)cc1,0.48335538565234243,528.5770000000001,4.616920000000004,92.78000000000002,5,1,7,3,0.0,1
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccc(-c2ccccc2)cc1,0.6547563532433602,434.5610000000001,4.1635000000000035,66.48,4,1,5,3,0.0,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C2CCNCC2)C1c1ccc(-c2ccccc2)cc1,0.5249115884880284,503.6680000000003,4.285700000000003,78.51,5,2,6,3,0.660541,1
CC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccc(-c2ccccc2)cc1,0.6193417012685409,462.5710000000002,4.080200000000003,83.55000000000001,4,1,5,3,0.7434651,0
CCN1C(c2ccccc2)CC(C(=O)NC(=O)c2ccccc2)C1c1ccc(C)cc1,0.5950035144953452,412.5330000000001,5.075820000000005,49.410000000000004,3,1,5,3,0.7272829,1
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)c2snnc2C)cc1,0.5957625773094437,484.6030000000001,3.175440000000002,109.33000000000001,7,1,5,3,0.6842491,0
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)COc2cc(C)cnc2C)cc1,0.5071839965407656,521.6390000000002,3.7925600000000026,105.67000000000002,6,1,7,3,0.6663262,1
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)Nc2ccc(Cl)cc2)C1c1ccc(-c2ccccc2)cc1,0.2781504959895184,574.1020000000003,6.419200000000006,95.58000000000001,4,2,6,4,0.6213055,2
Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)CN(C)C)C2c2ccc(-c3ccccc3)cc2)cc1,0.3028685942970303,581.7380000000003,5.359620000000006,86.79,5,1,8,4,0.5987431,2
COCCCN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2ccc(OC)cc2)C1c1ccc(C)cc1,0.3903992473952958,522.6670000000003,4.649520000000004,84.94000000000001,6,1,10,3,0.6631932,1
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)c2cc(C)cc(C)c2)cc1,0.5651668309058356,490.62500000000017,4.632360000000005,83.55000000000001,4,1,5,3,0.7221425,0
Cc1ccc(C(=O)N2C(c3ccccc3)CC(C(=O)NS(C)(=O)=O)C2c2ccc(-c3ccccc3)cc2)cc1,0.342286546462464,538.6690000000002,5.682520000000006,83.55000000000001,4,1,6,4,0.6567197,2
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,0.540403179898372,512.6530000000001,3.8724400000000037,100.62,5,1,6,3,0.7029449,1
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nccn2Cc2ccccc2)C1c1ccc(-c2ccccc2)cc1,0.228445690519584,590.7490000000004,5.978700000000005,84.30000000000001,6,1,9,5,0.5576075,2
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)c2ccccc2Sc2cccc(C#N)c2)cc1,0.27928027459764326,595.7460000000001,6.038400000000006,107.34,6,1,7,4,0.5537491,2
Cc1ccc(C2C(C(=O)NC(N)=O)CC(c3ccccc3)N2C(=O)c2ccc3c(c2)CCCN3)cc1,0.5094894788051517,482.58400000000023,4.492720000000004,104.53,4,3,4,3,0.6863287,0
Cc1ccc(CN2C(c3ccccc3)CC(C(=O)NS(C)(=O)=O)C2c2ccc(-c3ccccc3)cc2)cc1C,0.29775908971451226,538.7130000000002,6.350740000000006,66.48,4,1,7,4,0.6454426,2
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2S(=O)(=O)c2cccc(C#N)c2)cc1,0.5278300046408781,523.6360000000002,3.4357000000000024,124.41,6,1,6,3,0.6477515,1
Cc1cccc(NC(=O)N2C(c3ccccc3)CC(C(=O)NS(C)(=O)=O)C2c2ccc(-c3ccccc3)cc2)c1,0.3027951668542518,553.6840000000003,6.074220000000005,95.58000000000001,4,2,6,4,0.632742,2
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C(C#N)c2ccccc2)C1c1ccc(-c2ccccc2)cc1,0.3231130011051462,535.6690000000002,5.798580000000006,90.27000000000001,5,1,7,4,0.6176789,2
Cc1ccc(C2C(C(=O)NS(C)(=O)=O)CC(c3ccccc3)N2C(=O)c2c(Cl)cncc2Cl)cc1,0.5133542519546093,532.4490000000001,4.717320000000004,96.44000000000001,5,1,5,3,0.690567,1
