SMILES,QED,MW,LogP,TPSA,HBA,HBD,RotBonds,ArRings,Score,RO5_Viol
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccc(C#N)cc2)C1c1ccco1,0.6204707762852101,463.5150000000002,3.171780000000002,120.48,6,1,5,3,0.6733467,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccccc2)C1c1ccco1,0.6593260789433126,438.50500000000017,3.3001000000000023,96.69000000000001,5,1,5,3,0.7204859,0
CC(c1ccccc1)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccco1,0.6233172864479714,438.54900000000015,4.220900000000003,79.62,5,1,6,3,0.7006419,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.7682348,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.8664023572446905,392.5020000000001,2.4747000000000012,83.55000000000001,5,1,4,2,0.7666932,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CCCC(F)(F)F)C1c1cccs1,0.6337032680040037,488.5530000000002,4.187400000000003,83.55000000000001,5,1,7,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.9054117488903948,364.492,2.5580000000000007,66.48,5,1,4,2,0.0,0
CC(C)(C)OC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.7634619381328352,450.5820000000001,3.8633000000000024,92.78,6,1,4,2,0.7420331,0
CC(C)S(=O)(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1cccs1,0.7202267618084,456.61100000000016,2.666400000000001,100.62,6,1,6,2,0.7176038,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.7693128,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2ccccc2)C1c1ccncc1,0.6836961852962904,421.52200000000005,3.320800000000002,79.37,5,1,5,3,0.7255749,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.0,0
Cc1ccccc1S(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C)C1c1ccncc1,0.6620867626338541,435.5490000000001,3.6292200000000028,79.37,5,1,5,3,0.7218602,0
COc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccncc2)cc1,0.6185239338813437,451.5480000000001,3.3294000000000015,88.6,6,1,6,3,0.69576,0
Cc1noc(C)c1S(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C)C1c1ccncc1,0.650184183523198,440.5250000000001,2.9256400000000014,105.4,7,1,5,3,0.6848757,0
Cc1cccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccncc2)c1,0.6620867626338541,435.5490000000001,3.6292200000000028,79.37,5,1,5,3,0.719288,0
Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccncc2)cc1,0.6620867626338541,435.5490000000001,3.6292200000000028,79.37,5,1,5,3,0.7223422,0
CCN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.869794933835536,373.47800000000007,2.2816,79.37,5,1,5,2,0.7563277,0
CCN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.869794933835536,373.47800000000007,2.2816,79.37,5,1,5,2,0.0,0
COc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccncc2)cc1,0.6185239338813437,451.5480000000001,3.3294000000000015,88.6,6,1,6,3,0.0,0
CN1C(c2ccccc2)CC(C(=O)NC(N)=O)C1c1ccncc1,0.903756761572724,324.384,2.0106,88.32000000000001,4,2,3,2,0.7782936,0
CCS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C)C1c1ccncc1,0.869794933835536,373.47800000000007,2.2816,79.37,5,1,5,2,0.7569078,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2cccnc2)C1c1ccncc1,0.6797255743397133,422.51000000000005,2.7158000000000007,92.26,6,1,5,3,0.6983932,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2ccc(F)cc2)C1c1ccncc1,0.6587278903368966,439.51200000000006,3.459900000000002,79.37,5,1,5,3,0.7205948,0
CC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.8630223125089251,387.4610000000001,1.8082000000000003,96.44000000000001,5,1,4,2,0.77161,0
CCN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccncc1,0.869794933835536,373.47800000000007,2.2816,79.37,5,1,5,2,0.0,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(Cc2cccs2)C1c1ccncc1,0.6331478873898563,441.57800000000015,3.5234000000000023,79.37,6,1,6,3,0.6862439,0
CNC(=O)NC(=O)C1CC(c2ccccc2)N(c2ccccc2)C1c1ccncc1,0.6977284456065375,400.4820000000001,3.8461000000000034,74.33000000000001,4,2,4,3,0.7411347,0
CC(C)(C)OC(=O)N1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccccn1,0.7747563769793775,445.5410000000001,3.1968000000000014,105.67,6,1,4,2,0.7450305,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2ccccc2)C1c1ccccn1,0.6836961852962904,421.52200000000005,3.320800000000002,79.37,5,1,5,3,0.728193,0
CNC(=O)NC(=O)C1CC(c2ccccc2)N(C)C1c1ccccn1,0.9002627050441846,338.41100000000006,2.2713,74.33000000000001,4,2,3,2,0.7836246,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccccn1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.7725742,0
COc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccccn2)cn1,0.6433908865468393,416.4810000000001,3.1759000000000013,84.42,6,1,5,3,0.69635,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccccn1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)O)C1c1ccccn1,0.804844385322284,361.423,1.7347,99.60000000000001,5,2,4,2,0.748251,0
CN1C(c2ccccc2)CC(C(=O)NS(C)(=O)=O)C1c1ccccn1,0.9017810030825019,359.451,1.8915000000000002,79.37,5,1,4,2,0.0,0
CN1C(c2ccccc2)CC(C(=O)NS(N)(=O)=O)C1c1ccccn1,0.8503716069793413,360.439,1.1353999999999997,105.39,5,2,4,2,0.744824,0
Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccccn2)cc1,0.6620867626338541,435.5490000000001,3.6292200000000028,79.37,5,1,5,3,0.7249719,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)C1c1ccccn1,0.6292044457622212,455.9670000000001,3.9742000000000024,79.37,5,1,5,3,0.7231395,0
COc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C)C2c2ccccn2)cc1,0.6185239338813437,451.5480000000001,3.3294000000000015,88.6,6,1,6,3,0.6970204,0
